,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Observations
0,2,1,1,1,One fine day an old Maine man was fishing ,1,1,One fine day there was a man fishing in a lake in Maine,
1,2,1,1,2,on his favorite lake ,0,,,
2,2,1,1,3,and catching very little,1,2,He was catching very little,Not counted originally
3,2,1,1,4,"Finally, he gave up",1,3,He gave up,Not counted originally
4,2,1,1,5,and walked back along the shore to his fishing shack,1,4,walked back to his fishing shack,
5,2,1,1,6,"When he got close to the front door, he saw it was open.",1,5,"When he got close, he realized that the front door of the shack was open",
6,2,1,1,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
7,2,1,1,8,There was a big black bear,1,6,big black bear,
8,2,1,1,9,It was just pulling the cork out of his molasses jug with its teeth,0,,,
9,2,1,1,10,The molasses spilled all over the floor,1,7,The bear had taken the molasses jar and dropped it to the floor,
10,2,1,1,11,"and the bear rubbed his paw in it, smearing it all over",1,8,"stuck his paw in the pool of molasses, spreading it around",
11,2,1,1,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,9,"The man let out a loud scream, which startled the bear who ran down to the water",
12,2,1,1,13,Standing on its hind legs,0,,,
13,2,1,1,14,it held up the paw full of molasses,1,10,The bear held up his paw with the molasses on it,
14,2,1,1,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
15,2,1,1,16,all over the sticky sweet paw,0,,,
16,2,1,1,17,Then the bear waded into the water,1,11,He then waded into the water,
17,2,1,1,18,with his sticky paw full of bugs,0,,,
18,2,1,1,19,It held the paw out over the water,0,,,
19,2,1,1,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",0,,,
20,2,1,1,21,The bear gave it a swat and it flew to the shore and flopped there,1,12,the bear swatted the trout out of the water and onto the shore where it flopped around,
21,2,1,1,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,13,Soon another trout came up to him and the bear swatted it to the shore just like the last one. This happened again and again,
22,2,1,1,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",0,,,
23,2,1,1,24,Soon it had a large pile,1,14,soon the bear had a large pile,
24,2,1,1,25,The old man had caught nothing,1,16,did not catch anything,
25,2,1,1,26,He watched that bear eat half a dozen trout,0,,,
26,2,1,1,27,his stomach rumbling,1,15,his stomach was rumbling,
27,2,1,1,28,All he had for dinner was some bread and what was left of the molasses,1,17,"For dinner, the fisherman had bread and the molasses that was left",
28,2,1,1,29,Finally the bear paused in his eating,0,,,
29,2,1,1,30,and looked over to the bushes where the old man was hidden,1,18,he looked towards the bushes where the fisherman was hiding,
30,2,1,1,31,The bear stood up and laid the remaining fish in a row,0,,,
31,2,1,1,32,Then it walked away up the shore,1,19,walked away down the shore,
32,2,1,1,33,The old man crept out of the bushes and down to the shore,0,,,
33,2,1,1,34,"Sure enough, the bear had left six large trout for him",0,,,
34,2,1,1,35,He looked over at the bear,0,,,
35,2,1,1,36,It was standing at the edge of the wood watching,0,,,
36,2,1,1,37,"""Thanks a lot,"" the old man called to the bear",1,20,yelled “thank you” after the bear,
37,2,1,1,38,The bear waved the now-clean paw at the old man,1,21,The bear turned around and waved with his now clean paw.,
38,2,1,1,39,and disappeared into the thicket,0,,,
39,2,1,1,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,22,"The fisherman said, “well this is the first time I’ve ever been paid back for my molasses”.",
40,2,1,1,41,The old man never hunted bears again,1,23,The fisherman never hunted another bear again,
41,2,1,2,1,One fine day an old Maine man was fishing ,1,1,One fine day an old Maine man was fishing,
42,2,1,2,2,on his favorite lake ,1,2,on his favorite lake,
43,2,1,2,3,and catching very little,1,3,was catching very little,
44,2,1,2,4,"Finally, he gave up",1,4,He eventually gave up,
45,2,1,2,5,and walked back along the shore to his fishing shack,1,5,and walked back to his fishing shack,
46,2,1,2,6,"When he got close to the front door, he saw it was open.",1,6,"When he got closer, he noticed that the front door was open",
47,2,1,2,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,7,"Being of a suspicious nature, the man crept closer and looked inside",
48,2,1,2,8,There was a big black bear,0,,,
49,2,1,2,9,It was just pulling the cork out of his molasses jug with its teeth,1,8,There was a large bear that was just pulling the cork out of his molasses bottle with his teeth,
50,2,1,2,10,The molasses spilled all over the floor,1,9,bottle spilled all over the floor,
51,2,1,2,11,"and the bear rubbed his paw in it, smearing it all over",1,10,"the bear rubbed its paw in the molasses, smearing it all around",
52,2,1,2,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,11,"Upon seeing the bear, the man let out a loud scream that startled the bear and caused it to run down towards the water",
53,2,1,2,13,Standing on its hind legs,1,12,The bear then stood on its hind legs,
54,2,1,2,14,it held up the paw full of molasses,1,13,held up its paw,
55,2,1,2,15,Soon all the flies and bugs and mosquitoes were swarming,1,14,Soon all of the bugs and flies and mosquitoes flew towards,
56,2,1,2,16,all over the sticky sweet paw,1,15,sticky sweet paw,
57,2,1,2,17,Then the bear waded into the water,1,16,The bear waded into the water,
58,2,1,2,18,with his sticky paw full of bugs,1,17,placed the sticky hand with flies on it,
59,2,1,2,19,It held the paw out over the water,1,18,above the water,
60,2,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,19,Soon there was a large trout who jumped out of the water trying to get the flies on the paw,
61,2,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,1,20,The bear swatted the trout as it jumped out of the water and it landed on shore where it flopped around,
62,2,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",0,,,
63,2,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,21,Then another large trout came and the bear did the same thing,
64,2,1,2,24,Soon it had a large pile,1,22,Soon the bear had a large pile of fish,
65,2,1,2,25,The old man had caught nothing,1,25,he had caught nothing,
66,2,1,2,26,He watched that bear eat half a dozen trout,1,23,The man watched the bear eat half a dozen of the large fish,
67,2,1,2,27,his stomach rumbling,1,24,his stomach was rumbling,
68,2,1,2,28,All he had for dinner was some bread and what was left of the molasses,1,26,For dinner he had some bread and the molasses that was left over,
69,2,1,2,29,Finally the bear paused in his eating,0,,,
70,2,1,2,30,and looked over to the bushes where the old man was hidden,1,27,Suddenly the bear looked towards the bushes where the man was hiding,
71,2,1,2,31,The bear stood up and laid the remaining fish in a row,1,28,He then stood up and laid the remaining fish in a line,
72,2,1,2,32,Then it walked away up the shore,1,29,Then he got up and walked down the shore,
73,2,1,2,33,The old man crept out of the bushes and down to the shore,0,,,
74,2,1,2,34,"Sure enough, the bear had left six large trout for him",1,30,"Sure enough, the bear had left him six large trout",
75,2,1,2,35,He looked over at the bear,0,,,
76,2,1,2,36,It was standing at the edge of the wood watching,1,31,The bear stood at the edge of the forest waiting and watching,
77,2,1,2,37,"""Thanks a lot,"" the old man called to the bear",1,32,The man yelled “thanks a lot”,
78,2,1,2,38,The bear waved the now-clean paw at the old man,1,33,the bear waved a now clean paw at him,
79,2,1,2,39,and disappeared into the thicket,1,34,walked into the thicket,
80,2,1,2,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,35,"said, “well, that’s the first time a bear has ever paid me back for my molasses.”",
81,2,1,2,41,The old man never hunted bears again,1,36,The man never hunted another bear again,
82,2,1,3,1,One fine day an old Maine man was fishing ,1,1;3,There was a fisherman fishing;in Maine,
83,2,1,3,2,on his favorite lake ,1,2,his favorite lake,
84,2,1,3,3,and catching very little,1,4,not having very much luck catching any fish,
85,2,1,3,4,"Finally, he gave up",1,5,He eventually gave up,
86,2,1,3,5,and walked back along the shore to his fishing shack,1,6,walked back to his fishing hut,
87,2,1,3,6,"When he got close to the front door, he saw it was open.",1,7,When he got closer he noticed that the door was open,
88,2,1,3,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
89,2,1,3,8,There was a big black bear,1,8,big black bear,
90,2,1,3,9,It was just pulling the cork out of his molasses jug with its teeth,0,,,
91,2,1,3,10,The molasses spilled all over the floor,1,9,The bear knocked a jar of molasses down ,
92,2,1,3,11,"and the bear rubbed his paw in it, smearing it all over",1,10,spread his big black paw through it on the ground,
93,2,1,3,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,11,The man screamed loudly and startled the bear who then ran down to the water,
94,2,1,3,13,Standing on its hind legs,0,,,
95,2,1,3,14,it held up the paw full of molasses,1,13,full of molasses in the air,
96,2,1,3,15,Soon all the flies and bugs and mosquitoes were swarming,1,14,"bugs, flies, and mosquitoes",
97,2,1,3,16,all over the sticky sweet paw,1,12,he put his sticky paw,
98,2,1,3,17,Then the bear waded into the water,0,,,
99,2,1,3,18,with his sticky paw full of bugs,1,15,became caught in the sticky goop,
100,2,1,3,19,It held the paw out over the water,1,16,He then put his paw on top of the water,
101,2,1,3,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",0,,,
102,2,1,3,21,The bear gave it a swat and it flew to the shore and flopped there,1,17,All of a sudden a giant fish jumped out towards the bugs on the paw and the bear swatted it towards the beach,
103,2,1,3,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,18,another big fish jumped out,
104,2,1,3,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,19,which he swatted towards the sandy beach. This happened again and again,
105,2,1,3,24,Soon it had a large pile,0,,,
106,2,1,3,25,The old man had caught nothing,0,,,
107,2,1,3,26,He watched that bear eat half a dozen trout,0,,,
108,2,1,3,27,his stomach rumbling,1,20,stomach was grumbling,
109,2,1,3,28,All he had for dinner was some bread and what was left of the molasses,0,,,
110,2,1,3,29,Finally the bear paused in his eating,0,,,
111,2,1,3,30,and looked over to the bushes where the old man was hidden,1,21,Suddenly the bear noticed him hiding in the bushes. He looked at him ,
112,2,1,3,31,The bear stood up and laid the remaining fish in a row,0,,,
113,2,1,3,32,Then it walked away up the shore,1,22,walking away down the beach and towards the forest,
114,2,1,3,33,The old man crept out of the bushes and down to the shore,0,,,
115,2,1,3,34,"Sure enough, the bear had left six large trout for him",1,23,the bear had left him half a dozen,
116,2,1,3,35,He looked over at the bear,1,24,He looked up towards the bear,
117,2,1,3,36,It was standing at the edge of the wood watching,1,25,looking at him from the opening into the forest,
118,2,1,3,37,"""Thanks a lot,"" the old man called to the bear",0,,,
119,2,1,3,38,The bear waved the now-clean paw at the old man,1,26,He held up his now clean paw and waved,
120,2,1,3,39,and disappeared into the thicket,0,,,
121,2,1,3,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
122,2,1,3,41,The old man never hunted bears again,1,27,He vowed to himself that he would never hunt a big black bear again,
123,2,2,1,1,I was shopping at my local supermarket,1,1,I was shopping at my favorite local supermarket,
124,2,2,1,2,as I normally have for years.,0,,,
125,2,2,1,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,2,I had gathered about two weeks’ worth of food ,
126,2,2,1,4,and was headed toward the register to pay for my groceries.,1,3,and went to the counter to pay for my groceries. I was in line and ,
127,2,2,1,5,I reached into my back right pocket,1,4,put my hand to my back right pocket ,
128,2,2,1,6,to grab the money to pay,1,5,to pull out the money,
129,2,2,1,7,and noticed that there was no money in there.,1,6,"But, the money was not there",
130,2,2,1,8,I started to get nervous.,1,7,I started to get nervous,
131,2,2,1,9,I knew my pocket book was in the car ,1,8,I thought of my pocket book I had left in the car ,
132,2,2,1,10,and I was sure I had put the money in my back right pocket.,1,9,and knew I had put the money for food in my back right pocket. ,
133,2,2,1,11,"I look at cashier with a confused look,",1,10,I look at the cashier confused,
134,2,2,1,12,not knowing what to do.,1,11,not sure what to do,
135,2,2,1,13,There were people behind me on the line ,1,12,There was a whole line of people behind me,
136,2,2,1,14,and I immediately thought about the money I left in the car,1,13,I thought of my pocket book in the car with the money in there ,
137,2,2,1,15,that was intended to pay rent this month.,1,14,that was supposed to be used for this month’s rent,
138,2,2,1,16,She told me to speak with the courtesy counter.,1,15,The cashier suggested I speak with the courtesy counter. ,
139,2,2,1,17,"I laughed and said,",0,,,
140,2,2,1,18,"""But it was cash, no one would hand that in!""  ",1,16,"I said, “But, it’s money no one would turn that in!”",
141,2,2,1,19,I decided that there was no harm in checking ,1,17,I decided there was no harm in asking,
142,2,2,1,20,so I walked up to a woman behind the counter ,1,18,"I went to the counter and asked the woman behind it, ",
143,2,2,1,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,19,“Has anyone turned in money?” ,
144,2,2,1,22,"She asked ""How much?""  ",1,20,"The woman said, “How much”. ",
145,2,2,1,23,My face then lit up.,1,21,My face lit up,
146,2,2,1,24,"""$200 ",1,22,“$200 ,
147,2,2,1,25,"in the form of twenty dollar bills."" I replied.",1,23,in the form of twenty dollar bills”. ,changed 20 to twenty
148,2,2,1,26,"She said, ""Actually, yes, someone did!""  ",1,24,"The woman said, “Why yes, someone did”. ",
149,2,2,1,27,I was so surprised! ,0,,,
150,2,2,1,28,"""Who? I want to thank them.""  ",1,25,"I said, “Who was it I want to thank them”. ",
151,2,2,1,29,She points to a young girl ,1,26;28,And she pointed to;girl,
152,2,2,1,30,about 10 years old ,1,27,a ten year old ,changed 10 to ten
153,2,2,1,31,"and says, ""She did."" ",0,,,miscounted in orig data excluded here
154,2,2,1,32,I walked over to the mom,1,29,I went over to the mom ,
155,2,2,1,33,and hugged her.,1,30,and hugged her. ,
156,2,2,1,34,"She said, ""It wasn't me, it was my daughter"". ",1,31,"She said, “it wasn’t me, it was my daughter”. ",
157,2,2,1,35,"I was so happy, ",0,,,
158,2,2,1,36,I was almost in tears. ,0,,,
159,2,2,1,37,I decided in those moments to do my duty ,1,32,I decided then ,
160,2,2,1,38,to pay forward this act of kindness ,1,33,that I would pay forward this act of kindness ,
161,2,2,1,39,every opportunity I had.,1,34,whenever I could. ,
162,2,2,2,1,I was shopping at my local supermarket,1,1,I was shopping at my local supermarket ,
163,2,2,2,2,as I normally have for years.,1,2,as I normally have for years,
164,2,2,2,3,"One particular day, I had done about 2 weeks’ worth of shopping",1,3,"One particular day, I had done about two weeks’ worth of shopping ",
165,2,2,2,4,and was headed toward the register to pay for my groceries.,1,4,and went to the counter to pay for my groceries,
166,2,2,2,5,I reached into my back right pocket,1,5,I reached into my back right pocket ,
167,2,2,2,6,to grab the money to pay,1,6,to get the money to pay ,
168,2,2,2,7,and noticed that there was no money in there.,1,7,and there was no money in there,
169,2,2,2,8,I started to get nervous.,1,8,I started to get nervous,
170,2,2,2,9,I knew my pocket book was in the car ,1,9,I knew my pocket book was in the car ,
171,2,2,2,10,and I was sure I had put the money in my back right pocket.,1,10,and that I put the money in my back right pocket. ,
172,2,2,2,11,"I look at cashier with a confused look,",1,11,I look at cashier with a confused look,
173,2,2,2,12,not knowing what to do.,1,12,not knowing what to do,
174,2,2,2,13,There were people behind me on the line ,1,13,There were people on the line behind me. ,
175,2,2,2,14,and I immediately thought about the money I left in the car,1,14,I thought of my pocket book in the car with my money in it ,
176,2,2,2,15,that was intended to pay rent this month.,1,15,that was supposed to be used to pay this month’s rent,
177,2,2,2,16,She told me to speak with the courtesy counter.,1,16,The cashier suggested I speak with the courtesy counter,
178,2,2,2,17,"I laughed and said,",0,,,
179,2,2,2,18,"""But it was cash, no one would hand that in!""  ",1,17,"I said, “But it was money, no one would turn that in!”",
180,2,2,2,19,I decided that there was no harm in checking ,1,18,I decided there was no harm in asking,
181,2,2,2,20,so I walked up to a woman behind the counter ,1,19, I walked up to the women behind the counter ,
182,2,2,2,21,"and said ""I have to ask, did anyone turn in cash by any chance?""",1,20,"and asked, “has anyone turned in any money?” ",
183,2,2,2,22,"She asked ""How much?""  ",1,21,"She said, “how much?” ",
184,2,2,2,23,My face then lit up.,1,22,Then my face lit up,
