,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Observations
0,8,1,1,1,One fine day an old Maine man was fishing ,1,1,One fine day an old Maine man was fishing,
1,8,1,1,2,on his favorite lake ,0,,,
2,8,1,1,3,and catching very little,1,2,had caught little,
3,8,1,1,4,"Finally, he gave up",0,,,
4,8,1,1,5,and walked back along the shore to his fishing shack,1,3,He walked over to his shack,
5,8,1,1,6,"When he got close to the front door, he saw it was open.",0,,,
6,8,1,1,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
7,8,1,1,8,There was a big black bear,0,,,
8,8,1,1,9,It was just pulling the cork out of his molasses jug with its teeth,1,4,The bear had just bit into the cork opening the man’s molasses,
9,8,1,1,10,The molasses spilled all over the floor,1,5,The molasses poured out onto the floor,
10,8,1,1,11,"and the bear rubbed his paw in it, smearing it all over",1,6,The bear stuck his paw in it and smeared it over the floor,
11,8,1,1,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,7,"When the man saw the be let out a shout, startling the bear and causing him to run to the shore",
12,8,1,1,13,Standing on its hind legs,0,,,
13,8,1,1,14,it held up the paw full of molasses,1,9,the bear lifted his big sticky paw,
14,8,1,1,15,Soon all the flies and bugs and mosquitoes were swarming,1,10,"Soon, the flies and mosquitoes and other bugs came",
15,8,1,1,16,all over the sticky sweet paw,1,11,sweet sticky ,
16,8,1,1,17,Then the bear waded into the water,1,8,When he was in the water,
17,8,1,1,18,with his sticky paw full of bugs,1,12,"his sticky, bug-filled paw ",
18,8,1,1,19,It held the paw out over the water,1,13,in the air,
19,8,1,1,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,14,Then a trout came looking for the bugs,
20,8,1,1,21,The bear gave it a swat and it flew to the shore and flopped there,1,15,the bear swatted it over to the shore,
21,8,1,1,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,16,"Then another trout came, and another",
22,8,1,1,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,17,with each being cuffed by the bear to the shore,
23,8,1,1,24,Soon it had a large pile,1,18,Soon the bear had a large pile of trout for him,
24,8,1,1,25,The old man had caught nothing,1,20,as he had had no luck catching anything,
25,8,1,1,26,He watched that bear eat half a dozen trout,0,,,
26,8,1,1,27,his stomach rumbling,1,19,his stomach rumbled,
27,8,1,1,28,All he had for dinner was some bread and what was left of the molasses,1,21,All he had left for dinner was some bread and what was left of the molasses,
28,8,1,1,29,Finally the bear paused in his eating,0,,,
29,8,1,1,30,and looked over to the bushes where the old man was hidden,1,22,The bear looked over to the bush where the hunter was hiding,
30,8,1,1,31,The bear stood up and laid the remaining fish in a row,0,,,
31,8,1,1,32,Then it walked away up the shore,1,23,Then the bear walked away,
32,8,1,1,33,The old man crept out of the bushes and down to the shore,0,,,
33,8,1,1,34,"Sure enough, the bear had left six large trout for him",1,24,"Sure enough, the bear had left six large trout for the hunter",
34,8,1,1,35,He looked over at the bear,0,,,
35,8,1,1,36,It was standing at the edge of the wood watching,0,,,
36,8,1,1,37,"""Thanks a lot,"" the old man called to the bear",0,,,
37,8,1,1,38,The bear waved the now-clean paw at the old man,0,,,
38,8,1,1,39,and disappeared into the thicket,0,,,
39,8,1,1,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
40,8,1,1,41,The old man never hunted bears again,0,,,
41,8,1,2,1,One fine day an old Maine man was fishing ,1,1,One fine day an old Maine man was fishing,
42,8,1,2,2,on his favorite lake ,1,2,at his favorite lake ,
43,8,1,2,3,and catching very little,1,3,and catching little,
44,8,1,2,4,"Finally, he gave up",1,4,When he had had enough,
45,8,1,2,5,and walked back along the shore to his fishing shack,1,5,he walked along the shore back to his cabin,
46,8,1,2,6,"When he got close to the front door, he saw it was open.",1,6,As he approached the door he saw that it was open,
47,8,1,2,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,7,Being of a suspicious nature the man peeked around the corner of the door,
48,8,1,2,8,There was a big black bear,1,8,There he saw a big black bear,
