,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Unnamed: 8
0,18,1,1,1,One fine day an old Maine man was fishing ,0,,,
1,18,1,1,2,on his favorite lake ,1,1,in his favorite lake ,
2,18,1,1,3,and catching very little,1,2,catching very little,
3,18,1,1,4,"Finally, he gave up",0,,,
4,18,1,1,5,and walked back along the shore to his fishing shack,1,3,We went back to his fisherman shack on the shore,
5,18,1,1,6,"When he got close to the front door, he saw it was open.",1,4,The door was open,
6,18,1,1,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,5,"Being of a suspicious nature, he peaked his head in. ",
7,18,1,1,8,There was a big black bear,1,6,In the shack he saw a black bear,
8,18,1,1,9,It was just pulling the cork out of his molasses jug with its teeth,1,7,The bear was pulling out the cork of the fisherman’s molasses jar as the fisherman was discovering the bear,
9,18,1,1,10,The molasses spilled all over the floor,1,8,He spilled the molasses on the floor ,
10,18,1,1,11,"and the bear rubbed his paw in it, smearing it all over",1,9,was spreading it around with his paws,
11,18,1,1,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,11,The fisherman screamed and the bear went running out to the shore,
12,18,1,1,13,Standing on its hind legs,0,,,
13,18,1,1,14,it held up the paw full of molasses,0,,,
14,18,1,1,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
15,18,1,1,16,all over the sticky sweet paw,1,10,Because of how sticky his paws were,
16,18,1,1,17,Then the bear waded into the water,1,12,He waded into the water ,
17,18,1,1,18,with his sticky paw full of bugs,1,13,with sticky paws. He was holding his sticky paw with bugs flying around it,
18,18,1,1,19,It held the paw out over the water,1,14,over the water,
19,18,1,1,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,15,A trout jumped out of the water to try to catch the bugs,
20,18,1,1,21,The bear gave it a swat and it flew to the shore and flopped there,1,16,The bear swatted the trout onto the shore,
21,18,1,1,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,18,with another trout,
22,18,1,1,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,17,This happened again ,
23,18,1,1,24,Soon it had a large pile,0,,,
24,18,1,1,25,The old man had caught nothing,1,19,The fisherman had not caught anything all day ,
25,18,1,1,26,He watched that bear eat half a dozen trout,1,20,The bear ate six trout ,
26,18,1,1,27,his stomach rumbling,0,,,
27,18,1,1,28,All he had for dinner was some bread and what was left of the molasses,0,,,
28,18,1,1,29,Finally the bear paused in his eating,0,,,
29,18,1,1,30,and looked over to the bushes where the old man was hidden,0,,,
30,18,1,1,31,The bear stood up and laid the remaining fish in a row,0,,,
31,18,1,1,32,Then it walked away up the shore,0,,,
32,18,1,1,33,The old man crept out of the bushes and down to the shore,0,,,
33,18,1,1,34,"Sure enough, the bear had left six large trout for him",0,,,
34,18,1,1,35,He looked over at the bear,0,,,
35,18,1,1,36,It was standing at the edge of the wood watching,0,,,
36,18,1,1,37,"""Thanks a lot,"" the old man called to the bear",0,,,
37,18,1,1,38,The bear waved the now-clean paw at the old man,0,,,
38,18,1,1,39,and disappeared into the thicket,0,,,
39,18,1,1,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
40,18,1,1,41,The old man never hunted bears again,0,,,
41,18,1,2,1,One fine day an old Maine man was fishing ,0,,,
42,18,1,2,2,on his favorite lake ,1,1,on his favorite lake ,
43,18,1,2,3,and catching very little,1,2,catching very little,
44,18,1,2,4,"Finally, he gave up",0,,,
45,18,1,2,5,and walked back along the shore to his fishing shack,1,3,He went back to his fishing shack on the shore ,
46,18,1,2,6,"When he got close to the front door, he saw it was open.",1,4,saw that the door was open,
47,18,1,2,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,5,"Being of a suspicious nature, he quietly looked inside",
48,18,1,2,8,There was a big black bear,1,6,There was a black bear,
49,18,1,2,9,It was just pulling the cork out of his molasses jug with its teeth,1,7,The bear was tearing out of cork of the fisherman’s molasses jar with his teeth,
50,18,1,2,10,The molasses spilled all over the floor,1,8;10,The molasses spilled;the floor,
51,18,1,2,11,"and the bear rubbed his paw in it, smearing it all over",1,9,the bear was spreading it around ,
52,18,1,2,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,11,The fisherman screamed and the bear startled,
53,18,1,2,13,Standing on its hind legs,0,,,
54,18,1,2,14,it held up the paw full of molasses,1,12,He held up,
55,18,1,2,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
56,18,1,2,16,all over the sticky sweet paw,1,13,his sticky paws ,Not counted in original but counted here
57,18,1,2,17,Then the bear waded into the water,1,14,The bear went out to the shore ,
58,18,1,2,18,with his sticky paw full of bugs,0,,,"Miscounted in original, excluded here"
59,18,1,2,19,It held the paw out over the water,1,15,held his sticky paws above the water,
60,18,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,16,A trout jumped out of the water to try to eat the bugs around the molasses,
61,18,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,1,17,The bear cuffed it back to shore,
62,18,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,19,with another trout,
63,18,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,18,This happened again ,
64,18,1,2,24,Soon it had a large pile,1,21,The bear now had a large pile,
65,18,1,2,25,The old man had caught nothing,0,,,
66,18,1,2,26,He watched that bear eat half a dozen trout,1,22,He ate six trout ,
67,18,1,2,27,his stomach rumbling,0,,,
68,18,1,2,28,All he had for dinner was some bread and what was left of the molasses,1,20,All he had for dinner the night before was some left over bread and molasses,
69,18,1,2,29,Finally the bear paused in his eating,0,,,
70,18,1,2,30,and looked over to the bushes where the old man was hidden,1,23,before looking up at the fisherman who was hiding in a bush,Not counted in orig text but counted here
71,18,1,2,31,The bear stood up and laid the remaining fish in a row,0,,,
72,18,1,2,32,Then it walked away up the shore,1,25,went up to the woodward,
73,18,1,2,33,The old man crept out of the bushes and down to the shore,0,,,
74,18,1,2,34,"Sure enough, the bear had left six large trout for him",1,24,He took the six large trout that were left and laid them out in a row,
75,18,1,2,35,He looked over at the bear,0,,,
76,18,1,2,36,It was standing at the edge of the wood watching,0,,,
77,18,1,2,37,"""Thanks a lot,"" the old man called to the bear",1,26,The fisherman called out to the bear “Thanks!”,
78,18,1,2,38,The bear waved the now-clean paw at the old man,0,,,
79,18,1,2,39,and disappeared into the thicket,0,,,
80,18,1,2,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,27,“That’s the first time a bear had ever paid me for molasses.” ,
81,18,1,2,41,The old man never hunted bears again,1,28,The fisherman never hunted bears again,
82,18,1,3,1,One fine day an old Maine man was fishing ,0,,,
83,18,1,3,2,on his favorite lake ,1,1,on his favorite lake,
84,18,1,3,3,and catching very little,1,2,He hadn’t caught a lot of fish,
85,18,1,3,4,"Finally, he gave up",0,,,
86,18,1,3,5,and walked back along the shore to his fishing shack,0,,,
87,18,1,3,6,"When he got close to the front door, he saw it was open.",1,3,the door on his fishing shack was open slightly,
88,18,1,3,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
89,18,1,3,8,There was a big black bear,0,,,
