,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Unnamed: 8
0,22,1,1,1,One fine day an old Maine man was fishing ,1,1,The old Maine man was fishing ,
1,22,1,1,2,on his favorite lake ,0,,,
2,22,1,1,3,and catching very little,1,2,he wasn’t catching very many fish,
3,22,1,1,4,"Finally, he gave up",0,,,
4,22,1,1,5,and walked back along the shore to his fishing shack,1,3,He went back to his cabin ,
5,22,1,1,6,"When he got close to the front door, he saw it was open.",0,,,
6,22,1,1,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
7,22,1,1,8,There was a big black bear,0,,,
8,22,1,1,9,It was just pulling the cork out of his molasses jug with its teeth,1,4,a bear pulling the cork from his molasses by his teeth,
9,22,1,1,10,The molasses spilled all over the floor,0,,,
10,22,1,1,11,"and the bear rubbed his paw in it, smearing it all over",0,,,
11,22,1,1,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,5,This startled the old man and he screamed. His scream frightened the bear. The bear ran towards the shore of the lake ,
12,22,1,1,13,Standing on its hind legs,0,,,
13,22,1,1,14,it held up the paw full of molasses,0,,,
14,22,1,1,15,Soon all the flies and bugs and mosquitoes were swarming,1,6,The flies and other bugs were attracted to ,
15,22,1,1,16,all over the sticky sweet paw,1,7,his sticky paw,
16,22,1,1,17,Then the bear waded into the water,1,8,The bear entered the water ,
17,22,1,1,18,with his sticky paw full of bugs,1,10,his paw full of bugs ,
18,22,1,1,19,It held the paw out over the water,1,9;11,holding;up in the air,
19,22,1,1,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,12,Trout began to jump out of the water to eat the flies at the bears’ paws,
20,22,1,1,21,The bear gave it a swat and it flew to the shore and flopped there,1,13,The bear quickly swatted at the trout and hit it onto the shore of the lake,
21,22,1,1,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,14,"Trout continued to jump at his paw, one swiftly after another",
22,22,1,1,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,15,the bear hit them onto the shore as well,
23,22,1,1,24,Soon it had a large pile,0,,,
24,22,1,1,25,The old man had caught nothing,0,,,
25,22,1,1,26,He watched that bear eat half a dozen trout,0,,,
26,22,1,1,27,his stomach rumbling,0,,,
27,22,1,1,28,All he had for dinner was some bread and what was left of the molasses,0,,,
28,22,1,1,29,Finally the bear paused in his eating,0,,,
29,22,1,1,30,and looked over to the bushes where the old man was hidden,0,,,
30,22,1,1,31,The bear stood up and laid the remaining fish in a row,0,,,
31,22,1,1,32,Then it walked away up the shore,0,,,
32,22,1,1,33,The old man crept out of the bushes and down to the shore,0,,,
33,22,1,1,34,"Sure enough, the bear had left six large trout for him",0,,,
34,22,1,1,35,He looked over at the bear,0,,,
35,22,1,1,36,It was standing at the edge of the wood watching,0,,,
36,22,1,1,37,"""Thanks a lot,"" the old man called to the bear",0,,,
37,22,1,1,38,The bear waved the now-clean paw at the old man,0,,,
38,22,1,1,39,and disappeared into the thicket,0,,,
39,22,1,1,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
40,22,1,1,41,The old man never hunted bears again,0,,,
41,22,1,2,1,One fine day an old Maine man was fishing ,1,1,The old Maine man was fishing on the lake ,
42,22,1,2,2,on his favorite lake ,0,,,
43,22,1,2,3,and catching very little,1,2,but wasn’t catching anything,
44,22,1,2,4,"Finally, he gave up",0,,,
45,22,1,2,5,and walked back along the shore to his fishing shack,1,3,He returned to his cabin,
46,22,1,2,6,"When he got close to the front door, he saw it was open.",1,4,found the door to be open,
47,22,1,2,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,5,He was suspicious so he looked inside ,
48,22,1,2,8,There was a big black bear,1,6,saw a large bear,
49,22,1,2,9,It was just pulling the cork out of his molasses jug with its teeth,1,7,pulling the cork from his molasses jug using his teeth,
50,22,1,2,10,The molasses spilled all over the floor,0,,,
51,22,1,2,11,"and the bear rubbed his paw in it, smearing it all over",0,,,
52,22,1,2,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,8,"The old man screamed, startling the bear, and the bear ran from his house to the shore of the lake ",
53,22,1,2,13,Standing on its hind legs,0,,,
54,22,1,2,14,it held up the paw full of molasses,0,,,
55,22,1,2,15,Soon all the flies and bugs and mosquitoes were swarming,1,10,attracted all of the flies and mosquitoes and bugs,
56,22,1,2,16,all over the sticky sweet paw,1,9,His sticky sweet paw ,
57,22,1,2,17,Then the bear waded into the water,1,11,When he entered the water ,
58,22,1,2,18,with his sticky paw full of bugs,0,,,Miscounted in orig data excluded here
59,22,1,2,19,It held the paw out over the water,1,12,he held his sticky paw above ,
60,22,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",0,,,
61,22,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,0,,,
62,22,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,13,trout began to jump out of the water to eat the bugs,
63,22,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,14,The bear hit the trout onto the shore ,
64,22,1,2,24,Soon it had a large pile,1,15,he ended up with a large pile of fish,
65,22,1,2,25,The old man had caught nothing,1,16,noted how he was unable to catch any fish today himself. ,
66,22,1,2,26,He watched that bear eat half a dozen trout,0,,,
67,22,1,2,27,his stomach rumbling,0,,,
