,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Observations
0,11,1,1,1,One fine day an old Maine man was fishing ,1,1,An old man was out fishing ,
1,11,1,1,2,on his favorite lake ,0,,,
2,11,1,1,3,and catching very little,1,2,caught nothing,
3,11,1,1,4,"Finally, he gave up",0,,,
4,11,1,1,5,and walked back along the shore to his fishing shack,1,3,As he walked into his house from the fishing trip,
5,11,1,1,6,"When he got close to the front door, he saw it was open.",0,,,
6,11,1,1,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
7,11,1,1,8,There was a big black bear,1,4,he was surprised to find a black bear,
8,11,1,1,9,It was just pulling the cork out of his molasses jug with its teeth,1,5,having pulled the cork to his molasses ,Changed molassas to molasses
9,11,1,1,10,The molasses spilled all over the floor,0,,,
10,11,1,1,11,"and the bear rubbed his paw in it, smearing it all over",0,,,
11,11,1,1,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,6,The moment the old man saw the bear he let out a scream. This startled the bear who then went running down to the lake,
12,11,1,1,13,Standing on its hind legs,0,,,
13,11,1,1,14,it held up the paw full of molasses,0,,,
14,11,1,1,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
15,11,1,1,16,all over the sticky sweet paw,1,7,The bear’s paws were very sticky from the molasses,Changed molassas to molasses
16,11,1,1,17,Then the bear waded into the water,0,,,
17,11,1,1,18,with his sticky paw full of bugs,0,,,
18,11,1,1,19,It held the paw out over the water,0,,,
19,11,1,1,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,8,a fish jumped up trying to get to the bugs on his paw,
20,11,1,1,21,The bear gave it a swat and it flew to the shore and flopped there,1,9,"As soon as the fish jumped up the bear swatted it onto the river bank, where it laid",
21,11,1,1,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,10,Other fish kept ,
22,11,1,1,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",0,,,
23,11,1,1,24,Soon it had a large pile,0,,,
24,11,1,1,25,The old man had caught nothing,0,,,
25,11,1,1,26,He watched that bear eat half a dozen trout,0,,,
26,11,1,1,27,his stomach rumbling,0,,,
27,11,1,1,28,All he had for dinner was some bread and what was left of the molasses,0,,,
28,11,1,1,29,Finally the bear paused in his eating,0,,,
29,11,1,1,30,and looked over to the bushes where the old man was hidden,0,,,
30,11,1,1,31,The bear stood up and laid the remaining fish in a row,0,,,
31,11,1,1,32,Then it walked away up the shore,0,,,
32,11,1,1,33,The old man crept out of the bushes and down to the shore,0,,,
33,11,1,1,34,"Sure enough, the bear had left six large trout for him",0,,,
34,11,1,1,35,He looked over at the bear,0,,,
35,11,1,1,36,It was standing at the edge of the wood watching,0,,,
36,11,1,1,37,"""Thanks a lot,"" the old man called to the bear",0,,,
37,11,1,1,38,The bear waved the now-clean paw at the old man,0,,,
38,11,1,1,39,and disappeared into the thicket,0,,,
39,11,1,1,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
40,11,1,1,41,The old man never hunted bears again,0,,,
41,11,1,2,1,One fine day an old Maine man was fishing ,1,1,One day and old Maine man went fishing ,
42,11,1,2,2,on his favorite lake ,0,,,
43,11,1,2,3,and catching very little,1,2,caught very little,
44,11,1,2,4,"Finally, he gave up",0,,,
45,11,1,2,5,and walked back along the shore to his fishing shack,1,3,Discouraged he walked back to his fishing shack,
46,11,1,2,6,"When he got close to the front door, he saw it was open.",0,,,
47,11,1,2,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
48,11,1,2,8,There was a big black bear,1,4,he saw a big black bear ,
49,11,1,2,9,It was just pulling the cork out of his molasses jug with its teeth,1,5,holding his jar of molasses with the cork in his mouth. The bear pulled out the cork,
50,11,1,2,10,The molasses spilled all over the floor,1,6,the molasses spilled on the ground going everywhere,Changed splilled to spilled
51,11,1,2,11,"and the bear rubbed his paw in it, smearing it all over",1,7,The bear rubbed his paw in the molasses,
52,11,1,2,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,8,When the old man saw the bear he let out a scream which startled the bear and sent him running to the river bank,
53,11,1,2,13,Standing on its hind legs,1,9,Standing on his hind legs,
54,11,1,2,14,it held up the paw full of molasses,0,,,
55,11,1,2,15,Soon all the flies and bugs and mosquitoes were swarming,1,10,the molasses began to attract all types of bugs and mosquitos,Changed mosquitos to mosquitoes
56,11,1,2,16,all over the sticky sweet paw,0,,,
57,11,1,2,17,Then the bear waded into the water,1,11,The bear waded into the water ,
58,11,1,2,18,with his sticky paw full of bugs,0,,,
59,11,1,2,19,It held the paw out over the water,0,,,
60,11,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,12,soon a large trout jumped up at him trying to get the bugs,
61,11,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,1,13,The bear swatted the trout and it flopped on the shore,
62,11,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,14,This happened again and again,
63,11,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,15,each time the bear swatted the trout onto the shore ,
64,11,1,2,24,Soon it had a large pile,1,16,until he had a large pile,
65,11,1,2,25,The old man had caught nothing,0,,,
66,11,1,2,26,He watched that bear eat half a dozen trout,1,17,saw him eat half a dozen trout,
67,11,1,2,27,his stomach rumbling,0,,,
68,11,1,2,28,All he had for dinner was some bread and what was left of the molasses,0,,,
69,11,1,2,29,Finally the bear paused in his eating,0,,,
70,11,1,2,30,and looked over to the bushes where the old man was hidden,0,,,
71,11,1,2,31,The bear stood up and laid the remaining fish in a row,0,,,
72,11,1,2,32,Then it walked away up the shore,0,,,
73,11,1,2,33,The old man crept out of the bushes and down to the shore,0,,,
74,11,1,2,34,"Sure enough, the bear had left six large trout for him",0,,,
75,11,1,2,35,He looked over at the bear,0,,,
76,11,1,2,36,It was standing at the edge of the wood watching,0,,,
77,11,1,2,37,"""Thanks a lot,"" the old man called to the bear",0,,,
78,11,1,2,38,The bear waved the now-clean paw at the old man,0,,,
79,11,1,2,39,and disappeared into the thicket,0,,,
80,11,1,2,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",0,,,
81,11,1,2,41,The old man never hunted bears again,0,,,
82,11,1,3,1,One fine day an old Maine man was fishing ,0,,,
83,11,1,3,2,on his favorite lake ,0,,,
84,11,1,3,3,and catching very little,1,1,not catching anything,
85,11,1,3,4,"Finally, he gave up",0,,,
86,11,1,3,5,and walked back along the shore to his fishing shack,0,,,
87,11,1,3,6,"When he got close to the front door, he saw it was open.",0,,,
88,11,1,3,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
89,11,1,3,8,There was a big black bear,1,2,noticed a big black bear ,
90,11,1,3,9,It was just pulling the cork out of his molasses jug with its teeth,0,,,
91,11,1,3,10,The molasses spilled all over the floor,1,3,the top came off spilling the molassas on the floor,Changed molassas to molasses
92,11,1,3,11,"and the bear rubbed his paw in it, smearing it all over",1,4,getting the sticky substance all over his paws,
93,11,1,3,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,5,When the fisherman saw him he let out a “yelp” which startled the bear and sent him running out of the house towards the lake,
94,11,1,3,13,Standing on its hind legs,0,,,
95,11,1,3,14,it held up the paw full of molasses,0,,,
96,11,1,3,15,Soon all the flies and bugs and mosquitoes were swarming,0,,,
97,11,1,3,16,all over the sticky sweet paw,0,,,
98,11,1,3,17,Then the bear waded into the water,1,7,As he was wading in the lake ,
99,11,1,3,18,with his sticky paw full of bugs,1,6,bugs were starting to stick to his paw,
100,11,1,3,19,It held the paw out over the water,0,,,
101,11,1,3,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,8,a trout jumped up to eat the bugs on his paw,
102,11,1,3,21,The bear gave it a swat and it flew to the shore and flopped there,1,9,The bear swatted the trout and it landed on the bank of the river,
