,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Observations
0,7,1,1,1,One fine day an old Maine man was fishing ,0,,,
1,7,1,1,2,on his favorite lake ,0,,,
2,7,1,1,3,and catching very little,1,1,was catching very little,
3,7,1,1,4,"Finally, he gave up",0,,,
4,7,1,1,5,and walked back along the shore to his fishing shack,0,,,
5,7,1,1,6,"When he got close to the front door, he saw it was open.",0,,,
6,7,1,1,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
7,7,1,1,8,There was a big black bear,0,,,
8,7,1,1,9,It was just pulling the cork out of his molasses jug with its teeth,1,2,he saw a bear pulling the lid off of a jar of molasses with his teeth,
9,7,1,1,10,The molasses spilled all over the floor,1,3,spilled the molasses all over the floor,
10,7,1,1,11,"and the bear rubbed his paw in it, smearing it all over",0,,,
11,7,1,1,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",0,,,
12,7,1,1,13,Standing on its hind legs,0,,,
13,7,1,1,14,it held up the paw full of molasses,0,,,
14,7,1,1,15,Soon all the flies and bugs and mosquitoes were swarming,1,4,"Because the bear’s paws were covered in molasses, he started attracting flies and mosquitoes",
15,7,1,1,16,all over the sticky sweet paw,0,,,
16,7,1,1,17,Then the bear waded into the water,0,,,
17,7,1,1,18,with his sticky paw full of bugs,1,5,his sticky paws,
18,7,1,1,19,It held the paw out over the water,0,,,
19,7,1,1,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",0,,,
20,7,1,1,21,The bear gave it a swat and it flew to the shore and flopped there,0,,,
21,7,1,1,22,"Then another fish jumped into the air after the flies, followed swiftly by another",0,,,
22,7,1,1,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",0,,,
23,7,1,1,24,Soon it had a large pile,0,,,
24,7,1,1,25,The old man had caught nothing,0,,,
25,7,1,1,26,He watched that bear eat half a dozen trout,0,,,
26,7,1,1,27,his stomach rumbling,0,,,
27,7,1,1,28,All he had for dinner was some bread and what was left of the molasses,0,,,
28,7,1,1,29,Finally the bear paused in his eating,0,,,
