,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Unnamed: 8
0,20,1,1,1,One fine day an old Maine man was fishing ,1,1,There was an old fisherman ,
1,20,1,1,2,on his favorite lake ,0,,,
2,20,1,1,3,and catching very little,1,2,that wasn’t having much luck catching fish one day,
3,20,1,1,4,"Finally, he gave up",1,3,He eventually became discouraged ,
4,20,1,1,5,and walked back along the shore to his fishing shack,1,4,headed home,
5,20,1,1,6,"When he got close to the front door, he saw it was open.",1,5,He saw that his door was already opened,
6,20,1,1,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",0,,,
7,20,1,1,8,There was a big black bear,1,6,found a black bear inside ,
8,20,1,1,9,It was just pulling the cork out of his molasses jug with its teeth,0,,,
9,20,1,1,10,The molasses spilled all over the floor,1,7,The black bear had spilled molasses all on the floor,
10,20,1,1,11,"and the bear rubbed his paw in it, smearing it all over",1,8,was rubbing his paw in it,
11,20,1,1,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",0,,,
12,20,1,1,13,Standing on its hind legs,0,,,
13,20,1,1,14,it held up the paw full of molasses,0,,,
14,20,1,1,15,Soon all the flies and bugs and mosquitoes were swarming,1,9,He attracted many flies and bugs ,
15,20,1,1,16,all over the sticky sweet paw,1,10,with his sticky paw,
16,20,1,1,17,Then the bear waded into the water,1,11,He went into the water ,
17,20,1,1,18,with his sticky paw full of bugs,1,13,with the flies and bugs still attracted to his paw,
18,20,1,1,19,It held the paw out over the water,1,12,held his paw just above the waterline ,
19,20,1,1,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",0,,,
20,20,1,1,21,The bear gave it a swat and it flew to the shore and flopped there,0,,,
21,20,1,1,22,"Then another fish jumped into the air after the flies, followed swiftly by another",1,14,The bugs attracted one big trout after the other ,
22,20,1,1,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,15,which the bear swatted out of the air and into a pile on shore. ,
23,20,1,1,24,Soon it had a large pile,0,,,
24,20,1,1,25,The old man had caught nothing,0,,,
25,20,1,1,26,He watched that bear eat half a dozen trout,1,16,He then went to his pile and ate half a dozen while the old fisherman watched ,
26,20,1,1,27,his stomach rumbling,0,,,
27,20,1,1,28,All he had for dinner was some bread and what was left of the molasses,0,,,
28,20,1,1,29,Finally the bear paused in his eating,0,,,
29,20,1,1,30,and looked over to the bushes where the old man was hidden,1,17,from the bushes. The bear noticed the hungry fisherman ,
30,20,1,1,31,The bear stood up and laid the remaining fish in a row,0,,,
31,20,1,1,32,Then it walked away up the shore,0,,,
32,20,1,1,33,The old man crept out of the bushes and down to the shore,0,,,
33,20,1,1,34,"Sure enough, the bear had left six large trout for him",0,,,
34,20,1,1,35,He looked over at the bear,0,,,
35,20,1,1,36,It was standing at the edge of the wood watching,0,,,
36,20,1,1,37,"""Thanks a lot,"" the old man called to the bear",1,18,The fisherman thanked the bear ,
37,20,1,1,38,The bear waved the now-clean paw at the old man,0,,,
38,20,1,1,39,and disappeared into the thicket,0,,,
39,20,1,1,40,"""Well,"" said the old man, ""That's the first time a bear has ever paid me for my molasses.""",1,19,and joked “ this is the first time I’ve had a bear repay me for my molasses”. ,
40,20,1,1,41,The old man never hunted bears again,1,20,The fisherman never hunted bear again,
41,20,1,2,1,One fine day an old Maine man was fishing ,1,1,There was old Maine man ,
42,20,1,2,2,on his favorite lake ,0,,,
43,20,1,2,3,and catching very little,1,2,that wasn’t having much luck with his fishing,
44,20,1,2,4,"Finally, he gave up",1,3,He became discouraged ,
45,20,1,2,5,and walked back along the shore to his fishing shack,1,4,headed back to his fish shack,
46,20,1,2,6,"When he got close to the front door, he saw it was open.",1,5,He saw that his door was open ,
47,20,1,2,7,"Being of a suspicious nature, he walked to the door quietly and looked inside",1,6,being a suspicious man was startled. He peered inside ,
48,20,1,2,8,There was a big black bear,1,7,found a big black bear ,
49,20,1,2,9,It was just pulling the cork out of his molasses jug with its teeth,1,8,pulling the cork off of his molasses,
50,20,1,2,10,The molasses spilled all over the floor,1,9,The molasses then spilled on the floor ,
51,20,1,2,11,"and the bear rubbed his paw in it, smearing it all over",1,10,the bear wiped his paw in it,
52,20,1,2,12,"When the old man saw the bear, he screamed out loud causing the bear the startle and run to the lake shore",1,11,The man yelled out in surprise which caused the bear to leave and head towards the lake shore,
53,20,1,2,13,Standing on its hind legs,0,,,
54,20,1,2,14,it held up the paw full of molasses,1,12;14,The bear waved;in the air ,
55,20,1,2,15,Soon all the flies and bugs and mosquitoes were swarming,1,15,"which attracted flies, bugs, and mosquitos",
56,20,1,2,16,all over the sticky sweet paw,1,13,its sticky paw,
57,20,1,2,17,Then the bear waded into the water,1,16,The bear then headed into the lake,
58,20,1,2,18,with his sticky paw full of bugs,0,,,
59,20,1,2,19,It held the paw out over the water,1,17,while holding his sticky paw above the water,
60,20,1,2,20,"Suddenly, a big trout came jumping out of the water trying to get to the flies",1,18,"Suddenly, a big trout jumped out of the water",
61,20,1,2,21,The bear gave it a swat and it flew to the shore and flopped there,1,19, was swatted onto the shore by the bear. ,
62,20,1,2,22,"Then another fish jumped into the air after the flies, followed swiftly by another",0,,,Miscounted in orig data excluded here
63,20,1,2,23,"Every time a fish jumped after his paw, the bear cuffed it ashore",1,20,The bear did this multiple times ,
64,20,1,2,24,Soon it had a large pile,1,21,soon had a large pile,
65,20,1,2,25,The old man had caught nothing,0,,,
66,20,1,2,26,He watched that bear eat half a dozen trout,1,22,ate a half dozen of the fish,
67,20,1,2,27,his stomach rumbling,1,23,His stomach rumbled. ,
68,20,1,2,28,All he had for dinner was some bread and what was left of the molasses,1,24,All he had to eat for dinner was some bread and what was left of the molasses,
